id,goodreads_desc,google_desc
3219,"This is the second book in The Book of Silence, the second of the Duncton Trilogies… As Privet, scholar and scribemole and her adopted son Whillan escape from Duncton Wood in search of the Book of Silence, the Newborn Inquisitors seek to take the system over. Only old Stour, Master Librarian, and the timid aide Pumpkin, can defend Duncton and the precious Books of Moledom 
This is the second book in The Book of Silence, the second of the Duncton Trilogies… As Privet, scholar and scribemole and her adopted son Whillan escape from Duncton Wood in search of the Book of Silence, the Newborn Inquisitors seek to take the system over. Only old Stour, Master Librarian, and the timid aide Pumpkin, can defend Duncton and the precious Books of Moledom against the Newborn moles. But time is running out as Privet journeys in search of the lost and last book. To find it she and her friends must go to Caer Caradoc, centre of the Newborns’ power and face Thripp himself. There, too, she must reveal the secrets of her past and give up all hope of reconciliation with the only mole she had ever truly loved: Rooster, Master of the Delve. But it may be too little, too late for Duncton Wood itself as its brave moles struggle against the Newborns’ oppression, with only their faith, the Stone and their hope in Privet to sustain them.
...more","This novel continues the story of a community of moles in Duncton. As Privet, scholar and scribemole, and her adopted son Whillan, escape from Duncton Wood, the Newborn Inquisitors seek to take over the system."
3221,"A resolute spinster at twenty-five, Abigail Weston is nonetheless determined to see her cherished younger sister wed to a man of Quality. But Abigail&aposs lack of experience with the opposite sex means that she cannot allay her sister&aposs fears about the marriage bed--unless she takes bold steps to learn what the intimacy between a man and woman entails. Yet the one man in Lond
A resolute spinster at twenty-five, Abigail Weston is nonetheless determined to see her cherished younger sister wed to a man of Quality. But Abigail's lack of experience with the opposite sex means that she cannot allay her sister's fears about the marriage bed--unless she takes bold steps to learn what the intimacy between a man and woman entails. Yet the one man in London qualified to teach her awakens temptation Abigail never anticipated--to experience each whispered pleasure for herself...James Stevens--wealthy, dissolute, and wholeheartedly bored by London society--believe nothing can shock him. While Abigail's request for a verbal explanation of the pleasures of the flesh is mildly surprising, what amazes James is his powerful reaction to her innocence and lush beauty. A sexual dalliance between them may bring untold carnal bliss, but anything more would ruin Abigail forever. And for the first time in his life, James suspects that mere physical intimacy pales in the face of true love...
...more","A resolute spinster at twenty-five, Abigail Weston is nonetheless determined to see her cherished younger sister wed to a man of Quality. But Abigail's lack of experience with the opposite sex means that she cannot allay her sister's fears about the marriage bed--unless she takes bold steps to learn what the intimacy between a man and woman entails. Yet the one man in London qualified to teach her awakens temptation Abigail never anticipated--to experience each whispered pleasure for herself... James Stevens--wealthy, dissolute, and wholeheartedly bored by London society--believe nothing can shock him. While Abigail's request for a verbal explanation of the pleasures of the flesh is mildly surprising, what amazes James is his powerful reaction to her innocence and lush beauty. A sexual dalliance between them may bring untold carnal bliss, but anything more would ruin Abigail forever. And for the first time in his life, James suspects that mere physical intimacy pales in the face of true love..."
3222,"Be kept in suspense, not knowing who is going to live or die, or who is never going to be the same after these crisis hit Grant, Massachusetts. Action, friendship, suspense and romance are jammed packed within the halls of a hospital.","Virus: Med Center volunteers Will and Susannah help to fight a lethal virus that has invaded Grant, Massachusetts. Flood: The town of Grant experiences its deadliest flood in years, and Will and Susannah help care for victims while wondering if their own friends have survived."
3223,"It is such an all-American story. A lanky kid from Plano, Texas, is raised by a feisty, single parent who sacrifices for her son, who becomes one of our country&aposs greatest athletes. Given that background, it is understandable why Armstrong was able to channel his boundless energy toward athletic endeavors. By his senior year in high school, he was already a professional tr
It is such an all-American story. A lanky kid from Plano, Texas, is raised by a feisty, single parent who sacrifices for her son, who becomes one of our country's greatest athletes. Given that background, it is understandable why Armstrong was able to channel his boundless energy toward athletic endeavors. By his senior year in high school, he was already a professional triathlete and was training with the U.S. Olympic cycling developmental team. In 1993, Armstrong secured a position in the ranks of world-class cyclists by winning the World Championship and a Tour de France stage, but in 1996, he was diagnosed with testicular cancer. Armstrong entered an unknown battlefield and challenged it as if climbing through the Alps: aggressive yet tactical. He beat the cancer and proceeded to stun all the pundits by winning the 1999 Tour de France. In this memoir, Armstrong covers his early years swiftly with a blunt matter-of-factness, but the main focus is on his battle with cancer. Readers will respond to the inspirational recovery story, and they will appreciate the behind-the-scenes cycling information. After he won the Tour, his mother was quoted as saying that her son's whole life has been a fight against the odds; we see here that she was not exaggerating. Brenda Barrera
...more","'I want to die at a hundred years old with an American flag on my back and the star of Texas on my helmet, after screaming down an Alpine descent on a bicycle at seventy-five miles per hour. I want to cross one last finish line as my wife and ten children applaud, and then I want to lie down in a field of those famous French sunflowers and gracefully expire: the perfect contradiction to my once an"
3224,"It is 1872. Ingrid Loftfield and her sister Grace are living uneventful lives with their family on Sand Island, Lake Superior, until the day Grace nearly drowns. Grace becomes inexplicably ill, for she has been saved by the spirit of a drowned sailor which rests uneasily beneath the water. Ingrid can only watch as her sister drifts toward death, lured by the restless spiri
It is 1872. Ingrid Loftfield and her sister Grace are living uneventful lives with their family on Sand Island, Lake Superior, until the day Grace nearly drowns. Grace becomes inexplicably ill, for she has been saved by the spirit of a drowned sailor which rests uneasily beneath the water. Ingrid can only watch as her sister drifts toward death, lured by the restless spirit, until an immegrant Finnish fisherman, Avan, helps Ingrid release Grace from the spell that binds her.Having rescued her sister, Ingrid herself begins an odyssey stranger than she could imagine. For Avan is not what he's assumed to be. He's Avanasy, a powerful sorcerer who's been banished from another world, Isavalta, where he tutored Medeoan, the princess-heir to the empire until she married a prince of a rival realm. Prince Kacha has won Medeoan's heart, and with the aid of his mentor, a subtle and ambitious sorcerer, plans to win Isavalta, using sweet Medeoan's love and an array of magical means to usurp her crown.Once Avanasy is gone, Kacha acts swiftly to isolate Medeoan from other allies, and to weave a spell that will weaken her so he can rule in her stead. When Medeoan discovers Kacha's treachery she flees, determined to win back her crown. She can only succeed if Avanasy, her oldest friend and most powerful ally, will return to help her. Because Avanasy loves Ingrid Loftfield and she loves him, together they must cross the vast gulf that separates our world from the magical realm of Isavalta. to rescue Medeoan, and fulfill a destiny far beyond Ingrid's wildest dreams.
...more","The Empress of the magical world of Isavalta, realizes that her treacherous husband is trying to control both her mind and her empire. Her only true help comes from an unexpected source."
3225,"Infused with folklore magic and history, The Firebird’s Vengeance is the stunning conclusion to the Isavalta trilogy.You will pay for this, screamed the Firebird. Life and blood and realm I will have from you.Thirty years ago the Empress of Isavalta imprisoned the terrible Firebird in a cage wrought with gold, magic and blood. She succeeded in saving her realm, but at a ha
Infused with folklore magic and history, The Firebird’s Vengeance is the stunning conclusion to the Isavalta trilogy.You will pay for this, screamed the Firebird. Life and blood and realm I will have from you.Thirty years ago the Empress of Isavalta imprisoned the terrible Firebird in a cage wrought with gold, magic and blood. She succeeded in saving her realm, but at a harsh price: the life of her loyal sorcerer, Avanasy.Now, with the Empress’s death, the Firebird has been freed, and its desire for revenge is unquenchable. Avanasy's daughter, Bridget, is warned by the Vixen, a great spirit-power, of the Firebird ‘s coming attack. But the Vixen also brings other, equally disturbing news: that Anna, the daughter Bridget buried as an infant nine years ago, is in fact still alive.Bridget is torn between her duty to defend her adopted homeland and her desperate longing to find her child. But she is not the only one with an interest in the girl. Bridget is the daughter of two sorcerers, as is Anna herself. Such a child is likely to be possessed of extraordinary powers. Powers that might be harnessed to save an empire – or to destroy one.
...more",Fantasy. Follows The usurper's crown.
3226,"For the first time Judith Krantz has chosen to tell a story rooted in the shattering emotions of a mother-daughter relationship gone desperately wrong. The story unfolds on a classic Krantz background, a magic carpet of gorgeous entertainment and sumptuous events. Yet, at its core, The Jewels of Tessa Kent is an engrossing, deeply moving, and ultimately inspiring tale of t
For the first time Judith Krantz has chosen to tell a story rooted in the shattering emotions of a mother-daughter relationship gone desperately wrong. The story unfolds on a classic Krantz background, a magic carpet of gorgeous entertainment and sumptuous events. Yet, at its core, The Jewels of Tessa Kent is an engrossing, deeply moving, and ultimately inspiring tale of two women bound by blood yet torn apart by their deepest emotions.Tessa Kent, an exquisite and precocious fourteen, gives birth to an illegitimate daughter. Her parents, devout Catholics, raise the infant, Maggie, as their own child. At sixteen Tessa is discovered by Hollywood; by nineteen she's an international movie star. Maggie lives for her glorious ""sister's"" infrequent whirlwind visits. Maggie is a captivating, independent eighteen when she accidentally learns the truth. Mortally wounded, she breaks all ties with Tessa and starts to work at the famed Manhattan auction house of Scott & Scott.Five years later, a life-altering crisis makes Tessa passionately determined to end this estrangement. An auction is the only way she can find to reach her daughter, an auction of the immensely valuable collection of famed jewels that represent all the love lavished on her by her late husband. Tessa promises Scott & Scott the auction on the condition that Maggie and she work closely together on the sale. For Tessa, her entire future now hangs on the hope of an almost impossible reconciliation.The Jewels of Tessa Kent deals with the fascinating workings of an auction house; it's a revealing look at the inside of Hollywood stardom; but more than anything else, it's a story of feelings and family, of loss, mistakes, joy and redemption.From the Hardcover edition.
...more","After giving birth to an illegitimate daughter at age fourteen, Tessa Kent is discovered by Hollywood and leads a scandalous, whirlwind life, all the while ignoring her relationship with her child. Reprint."
3227,"Media graduate Julie Emerson is new to London, but London isn&apost an easy city. An affair with her boss becomes all-consuming whilst her upstairs neighbour first alarms then terrifies her. Both men, in their separate ways, want all of her, at whatever cost.
Media graduate Julie Emerson is new to London, but London isn't an easy city. An affair with her boss becomes all-consuming whilst her upstairs neighbour first alarms then terrifies her. Both men, in their separate ways, want all of her, at whatever cost.
...more",A compulsive novel about a young woman hijacked by her own ambition and the blind love of two obsessive men.
3228,"Robert Holdstock seamlessly blends myth and history into a fabulous tale of Merlin, hundreds of years before the coming of Arthur In this acclaimed sequel to CELTIKA, Merlin is returning to Alba, the future England, with his companions, the crew of the resurrected Argo. Wandering the paths of the world, husbanding his magic to keep himself from aging, Merlin eschews, for t
Robert Holdstock seamlessly blends myth and history into a fabulous tale of Merlin, hundreds of years before the coming of Arthur In this acclaimed sequel to CELTIKA, Merlin is returning to Alba, the future England, with his companions, the crew of the resurrected Argo. Wandering the paths of the world, husbanding his magic to keep himself from aging, Merlin eschews, for the most part, the affairs of men. Few are those he deigns to call 'friend' and fewer those who welcome his friendship - it is not safe to walk for long in the wanderer's strategies. Those who do, both willing and unwilling, must usually pay a price. Caught up in events beyond their ken are characters destined to become the very stuff of legend: the mythic champion Jason; Urtha and his vengeful children; the northern sorceress Niiv; and Kinos, Jason's son, whose appearance is both terrible and tragic. And at the centre, moving along his never-ending path, is Merlin himself, an enchanter in the prime of his life, reckless, curious, powerful, yet a stranger to his own past - a past that is catching up with him.
...more","After long travels, Merlin has returned to the future England. Likewise, Urtha, High King of the Cornovidi, is coming home, and Jason is sailing in to seek his son. But Urtha's stronghold has been taken by warriors from Ghostland. Now there will be war--against the Otherworld."
3229,"When a sadistic act of violence leaves a woman dead...When a tainted piece of evidence lets her killer walk...How far would you go to see justice done?From ""New York Times"" bestselling author Tami Hoag comes a taut, terrifying thriller as chilling as ""Night Sins,"" as nerve-shattering as ""Guilty as Sin."" When murder erupts in a small Southern town, Tami Hoag leads readers o
When a sadistic act of violence leaves a woman dead...When a tainted piece of evidence lets her killer walk...How far would you go to see justice done?From ""New York Times"" bestselling author Tami Hoag comes a taut, terrifying thriller as chilling as ""Night Sins,"" as nerve-shattering as ""Guilty as Sin."" When murder erupts in a small Southern town, Tami Hoag leads readers on a frightening journey to the shadowy boundary between attraction and obsession, law and justice--and exposes the rage that lures people over...Pamela Bichon's killer is free, the case against him dismissed on a technicality. In the eyes of the law it doesn't matter that the prosecutor's key piece of evidence proves Marcus Renard's guilt beyond a shadow of a doubt. All that matters is that the evidence was never listed on a search warrant and it was seized by a detective with a questionable past and a nasty reputation.But the investigation isn't over--not for Cajun cop Nick Fourcade, who stands accused of planting the evidence. He's stepped over the line before and this case could push him over the edge. His orders are to move on, but obsession fills his mind with the nightmare images of Pamela Bichon's agonizing death, of Marcus Renard's arrogant triumph, and of his own capacity for exacting vengeance.Deputy Annie Broussard can't walk away from the homicide either. She found the body.She still hears the phantom echoes of dying screams, still feels the shadow of a woman taken by violence and denied justice. But pursuing the investigation will mean forming an uneasy alliance with Fourcade, a man she doesn't trust. It will mean subjecting herself to growing harassment from her fellow cops. And it will mean letting herself be drawn into the confidence of a suspected killer.As Fourcade challenges her again and again to reach deeper into the case and into her own soul, Annie will find herself at the center of a maze of treachery and deceit. And the closer she draws to the brutal truth, the deadlier the chase will become.The search for the truth has begun--one that will lead down a twisted trail through the steamy bayous of Louisiana, and deep into the darkest reaches of the human heart.""Chilling [and] atmospheric."" ""--US Magazine"" ""Patricia Cornwell, eat your heart out! Tami Hoag's bestselling new murder mystery sets a standard in suspense."" ""--Atlanta Journal"" ""Hoag deftly demonstrates that the search for truth is rarely straightforward. Important clues are cunningly buried, and the book's tension is as sustained as it is palpable."" ""--Chicago Tribune"" ""This mystery defies you to put it down, and when you're done you're damn glad you didn't."" ""--Detroit News and Free Press"" ""Hoag's tale, with plenty of twists and turns, is a great way to spend a quiet weekend."" ""--The Orlando Sentinel"" ""Hoag tells her story masterfully."" ""--Mostly Murder""
...more","In a sultry and twisting thriller set against the backdrop of a Louisiana bayou, Deputy Annie Broussard learns that the boundary between law and justice, and love and murder, is nothing more than a thin, dark line, as she joins forces with a police detective on the edge to trap a killer. Reprint."
3233,"DianeticsIf you&aposve ever felt there was something holding you back in life, ruining your plans and stopping you from being who you want to be, you were right. The fact is, there is a single source of all your problems, stress, unhappiness and self-doubt. It&aposs called the reactive mind - the hidden part of your mind that stores all painful experiences and then uses them again
DianeticsIf you've ever felt there was something holding you back in life, ruining your plans and stopping you from being who you want to be, you were right. The fact is, there is a single source of all your problems, stress, unhappiness and self-doubt. It's called the reactive mind - the hidden part of your mind that stores all painful experiences and then uses them against you.Dianetics gets rid of the reactive mind. It's the only thing that does.With over 20,000,000 copies in dozens of languages, Dianetics has remained a bestseller for more than fifty years. Now used in more than 150 nations, Dianetics brings dramatic and permanent improvement to people all over the world.Read Dianetics and discover:* The real reason for unexplained pains, negative emotions and unhappy relationships in your life.* Exactly what is destroying your belief in yourself and how Dianetics helps you get rid of it so you become more you;* The precise technology that blows away the barriers in your life - forever.Don't live with insecurity, negative thoughts and irrational behavior. Use Dianetics and get rid of your reactive mind.Have you ever wondered how your mind works?Your mind records pictures of everything you experience throughout life. These ""mental image pictures"" ARE your memory.Through mental image pictures you can see the past, hear what was said, feel, taste and smell things from long ago or just from yesterday. Your perception of mental image pictures - however vague at first - can be sharpened with Dianetics.Mental image pictures are used continually to solve problems, imagine and remember things. L. Ron Hubbard's #1 New York Times bestseller, 
...more",The goal of man. The single source of all inorganic mental and organic psychosomatic ills. THerapy.
3234,A brilliant thriller by a master of the genre,"The New Jersey State Police had started calling him Howdy Doody, after the famous TV puppet of the 1950s. Three people killed in northern New Jersey, then three in Manhattan and another in the Bronx, in a thirteen-month period. And all of them hung up with strings attached to their limbs, like puppets, and objects arranged in geometric patterns throughout the murder scene. The murderer had been caught in New York city several months previously. Then State Police detective Mo Ford found another victim, killed and arranged in exactly the same way... Put in charge of the investigation, Mo finds himself in thrall to the DA, who has him over a barrel because of the recent accidental death of a suspect. As he investigates further, Mo begins to construct a theory that involves the US intelligence agencies and a horrific experiment with human beings. But how many puppet masters are involved?"
3235,"It comes out of nowhere--an airliner silently dropping from the sky into the torpid shallows of Florida&aposs Blackwater Sound. Thorn witnesses the crash and pulls the survivors to safety, soon finding himself thrust into the media spotlight as a reluctant hero--and consumed by an elaborate conspiracy born out of the psychotic fantasies of a prominent Florida family. But their
It comes out of nowhere--an airliner silently dropping from the sky into the torpid shallows of Florida's Blackwater Sound. Thorn witnesses the crash and pulls the survivors to safety, soon finding himself thrust into the media spotlight as a reluctant hero--and consumed by an elaborate conspiracy born out of the psychotic fantasies of a prominent Florida family. But their link to the doomed Rio-bound flight only touches the surface of a private world of murder, power, and revenge. And it's luring Thorn and crime-scene photographer Alexandra Rafferty dangerously close to the harrowing family secret that should have perished in the flames...
...more","It comes out of nowhere--an airliner silently dropping from the sky into the torpid shallows of Florida's Blackwater Sound. Thorn witnesses the crash and pulls the survivors to safety, soon finding himself thrust into the media spotlight as a reluctant hero--and consumed by an elaborate conspiracy born out of the psychotic fantasies of a prominent Florida family. But their link to the doomed Rio-bound flight only touches the surface of a private world of murder, power, and revenge. And it's luring Thorn and crime-scene photographer Alexandra Rafferty dangerously close to the harrowing family secret that should have perished in the flames..."
3236,"A phone call in 1975 changes Moon Mathias&aposs life forever, as a voice on the line tells him his dead brother&aposs baby daughter—a child Moon never knew existed—is waiting for him in Southeast Asia.A task he believes beyond his meager talents is pulling Moon to Vietnam. In a chilling world of mystery and silence, disguise and deception, he&aposll risk everything for the sake of one
A phone call in 1975 changes Moon Mathias's life forever, as a voice on the line tells him his dead brother's baby daughter—a child Moon never knew existed—is waiting for him in Southeast Asia.A task he believes beyond his meager talents is pulling Moon to Vietnam. In a chilling world of mystery and silence, disguise and deception, he'll risk everything for the sake of one little girl—and discover a Moon Mathias who's a better man than he ever thought he could be.
...more","A phone call in 1975 changes Moon Mathias's life forever, as a voice on the line tells him his dead brother's baby daughter—a child Moon never knew existed—is waiting for him in Southeast Asia. A task he believes beyond his meager talents is pulling Moon to Vietnam. In a chilling world of mystery and silence, disguise and deception, he'll risk everything for the sake of one little girl—and discover a Moon Mathias who's a better man than he ever thought he could be."
3237,"By day, Harper Cole trades commodities from his farmhouse in the isolated Mississippi Delta. But at night, Harper serves as system operator for E.R.O.S., a highly exclusive, sexually explicit on-line service whose clients range from the glitterati of Hollywood to the literati of New York. Shielded by a guarantee of absolute anonymity, these clients pour their secrets into 
By day, Harper Cole trades commodities from his farmhouse in the isolated Mississippi Delta. But at night, Harper serves as system operator for E.R.O.S., a highly exclusive, sexually explicit on-line service whose clients range from the glitterati of Hollywood to the literati of New York. Shielded by a guarantee of absolute anonymity, these clients pour their secrets into the digital confession box of E.R.O.S. Only ""sysops"" like Harper - the high priests of the system - know and see all. When six female clients inexplicably drop off the network, Harper suspects that something is amiss. But when a world-famous New Orleans author - and E.R.O.S. client - is decapitated in her mansion, Harper breaks the code of silence and contacts the police. They are as shocked as Harper to learn that all six women have been brutally murdered, each with a different weapon, and in a different city. And each time the killer has claimed the same bizarre trophy. Horrified to find himself the prime suspect in the murders he reported, Harper is swept into a secret manhunt led by the FBI's Investigative Support Unit. While the FBI uses the technology of the future and the psychology of the past to trap the brilliant killer, Harper realizes that he alone stands a chance of luring the elusive madman into the open.
...more","The latest thriller from the author of Spandau Phoenix and Black Cross features a killer who preys on women who use EROS, an elite computer sex forum. Harper Cole, a systems operator for EROS, identifies the killer, & tries to get to him through EROS."
3238,"The last days of the Civil War bring no peace for the Main and Hazard families. As the Mains’ South smolders in the ruins of defeat, the Hazards’ North pushes blindly for relentless industrial progress. Both the nation and the families’ long-standing bond hover on the brink of destruction. In the series’ epic conclusion, Jakes expertly blends personal conflict with histori
The last days of the Civil War bring no peace for the Main and Hazard families. As the Mains’ South smolders in the ruins of defeat, the Hazards’ North pushes blindly for relentless industrial progress. Both the nation and the families’ long-standing bond hover on the brink of destruction. In the series’ epic conclusion, Jakes expertly blends personal conflict with historical events, crafting a haunting page-turner about America’s constant change and unyielding hope.
...more",The Hazards of Pennsylvania and the Mains of South Carolina struggle through the turbulent decade following the Civil War
3239,"Perhaps the best novel yet about the collapse of the Berlin Wall, ‘at once cinematic, intimate and epic’ (The Times) – from Granta Best of British novelist Philip Hensher, author of the bestselling The Mulberry Empire. &aposPleasured begins on New Year&aposs Eve, 1988, when a car breaks down on a road connecting West Germany and West Berlin. Inside the car are an unlikely trio – P
Perhaps the best novel yet about the collapse of the Berlin Wall, ‘at once cinematic, intimate and epic’ (The Times) – from Granta Best of British novelist Philip Hensher, author of the bestselling The Mulberry Empire. 'Pleasured begins on New Year's Eve, 1988, when a car breaks down on a road connecting West Germany and West Berlin. Inside the car are an unlikely trio – Peter Picker, an Englishman, and the two strangers to whom he is giving a lift, a student who calls herself Daphne and Friedrich Kaiser. The novel tracks their intertwined fates in the year that follows. It is, of course, no ordinary year, and it is not only the Berlin Wall which has collapsed by its end… Distinctive and consistently appealing, Philip Hensher's novels are full of mysteries to be uncovered, lies to collapse, and secrets to be dramatically revealed.' Guardian
...more","Perhaps the best novel yet about the collapse of the Berlin Wall, 'at once cinematic, intimate and epic' (The Times) - from Granta Best of British novelist Philip Hensher, author of the bestselling The Mulberry Empire."
3241,"Dr. Joanne Duncan is a highly respected emergency room physician at St. Joseph&aposs Hospital. Spencer Mathews was a highly respected detective with the RCMP, until a car crash took his ex-wife&aposs life and crippled his daughter. Now all he can handle is working security at St. Joe&aposs.Joanne and Spence couldn&apost be more unalike, but when they assist in the birth of a baby girl in 
Dr. Joanne Duncan is a highly respected emergency room physician at St. Joseph's Hospital. Spencer Mathews was a highly respected detective with the RCMP, until a car crash took his ex-wife's life and crippled his daughter. Now all he can handle is working security at St. Joe's.Joanne and Spence couldn't be more unalike, but when they assist in the birth of a baby girl in the E.R., a bond forms. The baby's abduction from the hospital devastates them both, and they unite in a desperate attempt to find the missing infant.Full recovery - it's what Joanne and Spence are after. Of their hearts, of freedom to live their lives in the present AND of the baby girl.
...more","Full Recovery by Bobby Hutchinson released on Jun 23, 2000 is available now for purchase."
3242,"1957, and Lewis Aldridge is travelling back to his home in the South of England. He is straight out of jail and nineteen years old. His return will trigger the implosion not just of his family, but of a whole community. A decade earlier, his father&aposs homecoming casts a different shape. The war is over and Gilbert has recently been demobbed. He reverts easily to suburban li
1957, and Lewis Aldridge is travelling back to his home in the South of England. He is straight out of jail and nineteen years old. His return will trigger the implosion not just of his family, but of a whole community. A decade earlier, his father's homecoming casts a different shape. The war is over and Gilbert has recently been demobbed. He reverts easily to suburban life - cocktails at six thirty, church on Sundays - but his wife and young son resist the stuffy routine. Lewis and his mother escape to the woods for picnics, just as they did in wartime days. Nobody is surprised that Gilbert's wife counters convention, but they are all shocked when, after one of their jaunts, Lewis comes back without her. Not far away, Kit Carmichael keeps watch. She has always understood more than most, not least from what she has been dealt by her own father's hand. Lewis's grief and burgeoning rage are all too plain, and Kit makes a private vow to help. But in her attempts to set them both free, she fails to predict the painful and horrifying secrets that must first be forced into the open. As menacing as it is beautiful, The Outcast is a devastating portrait of small-town hypocrisy from an astonishing new voice.
...more","Traditional Chinese edition of The Outcast by Costa Novel Award winner Sadie Jones. In Traditional Chinese. Distributed by Tsai Fong Books, Inc."
3244,"Explosive, subversive, wild and funny, 50 years on the novel&aposs strength is undiminished. Reading Joseph Heller&aposs classic satire is nothing less than a rite of passage.Set in the closing months of World War II, this is the story of a bombardier named Yossarian who is frantic and furious because thousands of people he has never met are trying to kill him. His real problem is
Explosive, subversive, wild and funny, 50 years on the novel's strength is undiminished. Reading Joseph Heller's classic satire is nothing less than a rite of passage.Set in the closing months of World War II, this is the story of a bombardier named Yossarian who is frantic and furious because thousands of people he has never met are trying to kill him. His real problem is not the enemy - it is his own army which keeps increasing the number of missions the men must fly to complete their service. If Yossarian makes any attempts to excuse himself from the perilous missions then he is caught in Catch-22: if he flies he is crazy, and doesn't have to; but if he doesn't want to he must be sane and has to. That's some catch...
...more","Paperback copy states ""Simon & Schuster trade paperback edition"" on t.p. verso."
3245,"Set in France during the Napoleonic Wars, this is the first volume in a trilogy telling the story of a regiment of Napoleon&aposs soldiers recruited from the dungeons of the Bastille. Thrown together under the leadership of the ambitious Cezar, they are pronounced expendable.
Set in France during the Napoleonic Wars, this is the first volume in a trilogy telling the story of a regiment of Napoleon's soldiers recruited from the dungeons of the Bastille. Thrown together under the leadership of the ambitious Cezar, they are pronounced expendable.
...more","Set in France during the Napoleonic Wars this is the first of a trilogy telling the story of a regiment of Napoleon's soldiers recruited from the dungeons of the Bastille. Murderers, rapists and political prisoners are thrown together under the ruthless leadership of the ambitious Cezar and pronounced expendable. Among them is Henri Lausard, an aristocrat who escaped the reign of terror by posing as a peasant, only to witness his family's slaughter at the guillotine. His guilt and despair make him a fearsome soldier, caring little for his own life whilst protecting his comrades; traits which bring him into conflict with Cezar. During a mission to steal Austrian gold, a murderer begins picking off the men and no-one is free from suspicion. Lausard suspects Cezar but has no proof and they must face the Austrian army unable to trust their own comrades...."
3246,"When Lucy Dean - eighteen, with no money - marries James Buchanan - a man of thirty-four with a great fortune -it is anything but a happy match. For James is hopelessly in love with his wife while Lucy - too young, too serious and too determined to sacrifice happiness to duty - doesn&apost know what love means.
When Lucy Dean - eighteen, with no money - marries James Buchanan - a man of thirty-four with a great fortune -it is anything but a happy match. For James is hopelessly in love with his wife while Lucy - too young, too serious and too determined to sacrifice happiness to duty - doesn't know what love means.
...more","An unforgettable story of a star-crossed marriage, set amid the Lake District's fells."
3247,"In 1937, the coming war is only a distant cloud on Britain&aposs horizon. As the Cazalet households prepare for their summer pilgrimage to the family estate in Sussex, readers meet Edward, in love with but by no means faithful to his wife Villy; Hugh, wounded in the Great War; Rupert, who worships his lovely child-bride Zoe; and Rachel, the spinster sister.
In 1937, the coming war is only a distant cloud on Britain's horizon. As the Cazalet households prepare for their summer pilgrimage to the family estate in Sussex, readers meet Edward, in love with but by no means faithful to his wife Villy; Hugh, wounded in the Great War; Rupert, who worships his lovely child-bride Zoe; and Rachel, the spinster sister.
...more",En engelsk families overklasseliv med tjenestefolk og skrøbeligt sammenhold i de sidste år før 2. verdenskrig.
3248,"The Year is 1951. A smooth-talking Chicago lawyer has come to chat with Sam Vincent, a former prosecutor, about a dangerous unknown - a prison for violent black convicts in Thebes, Mississippi, a place of many questions but no answers. Would Sam, a white man and a Southerner, be willing to investigate? When Sam vanishes in the mists and swamps, his old friend Earl Swagger 
The Year is 1951. A smooth-talking Chicago lawyer has come to chat with Sam Vincent, a former prosecutor, about a dangerous unknown - a prison for violent black convicts in Thebes, Mississippi, a place of many questions but no answers. Would Sam, a white man and a Southerner, be willing to investigate? When Sam vanishes in the mists and swamps, his old friend Earl Swagger packs his gun and heads to Thebes where he discovers sinister secrets that go far beyond the prison walls. The whole town guards itself from nosy strangers with a private army of brutal, gun-toting, Klan-type thugs and rednecks. After barely escaping, Earl vows to right things and reclaim Thebes from the throes of a sinister conspiracy. But first, he enlists just a little help from his friends. Featuring the same fast-paced action and page-turning thrills that made Hot Springs a heart-stopping bestseller, Pale Horse Coming is a triumphant successor.
...more",Thriller.
3249,"Laurel Fields, wife of Dr Warren Fields, is pregnant. But is the baby her husband&aposs - or her lover&aposs? When Warren finds a letter from her lover Danny, it turns into a very long day for the entire Fields family.
Laurel Fields, wife of Dr Warren Fields, is pregnant. But is the baby her husband's - or her lover's? When Warren finds a letter from her lover Danny, it turns into a very long day for the entire Fields family.
...more","Laurel Fields, perfect wife of Dr Warren Fields, living in a perfect house in a beautiful town, is pregnant. But is the baby her husband's - or her lover's? One morning she returns home and finds Warren waiting for her. When she looks down from his unshaven face, she recognises the piece of paper lying on the coffee table - a letter from her lover Danny that she'd hidden inside a book. Then she sees the gun in her husband's hand. It's going to be a long day: for the Fields family, for Danny, for the police. Because this is not the only secret in town."
3250,"Did a secret love cause an innocent man to die?Twelve years ago Ted Jaffe was the prosecutor in a high-profile capital murder case. Now a successful partner in a prestigious south Florida firm, he&aposs just found out that the man he put on death row could be innocent.As he delves deeper into the case, his elegant world begins to crumble, causing Jaffe to return to the same c
 Did a secret love cause an innocent man to die?Twelve years ago Ted Jaffe was the prosecutor in a high-profile capital murder case. Now a successful partner in a prestigious south Florida firm, he's just found out that the man he put on death row could be innocent.As he delves deeper into the case, his elegant world begins to crumble, causing Jaffe to return to the same courtroom to defend the man he put away -- a man whose conviction concealed Jaffe's hidden connections to the case. Now, only days before his client's execution, Jaffe is forced to confront a terrifying trail of truths that could save a life...and ruin his own.
...more","For 12 år siden blev Darryl Morgan fundet skyldig i mord, men kort før han havner i den elektriske stol, bliver hans anklager fra den gang overbevist om, at han er uskyldig"
